,district,year,implant_women_old,implant_women_new,injection2_women_old,injection2_women_new,injection3_women_old,injection3_women_new,pill_women_old,pill_women_new,iud_women_old,iud_women_new,iud_number_dispensed,implant_number_dispensed,injection2_number_dispensed,injection3_number_dispensed,pill_number_dispensed,iud_number_received,implant_number_received,injection2_number_received,injection3_number_received,pill_number_received,iud_stock_end,implant_stock_end,injection2_stock_end,injection3_stock_end,pill_stock_end
225,NASSIAN,2018,3.0,196.0,82.0,62.0,743,632,142.0,57.0,,1.0,,218.0,123.0,1378.0,497.0,2.0,441.0,372.0,1987.0,1336.0,,505.0,,1324.0,1815.0
226,NASSIAN,2017,21.0,101.0,7.0,19.0,288,370,153.0,53.0,,6.0,,128.0,21.0,608.0,479.0,,221.0,182.0,771.0,829.0,,199.0,,972.0,1671.0
227,NASSIAN,2016,2.0,327.0,19.0,36.0,399,426,194.0,101.0,,,5.0,316.0,72.0,664.0,853.0,10.0,420.0,168.0,1235.0,2452.0,,98.0,,727.0,919.0
228,NIAKARAMADOUGOU,2018,10978.0,1060.0,1358.0,43.0,22567,1485,1679.0,97.0,518.0,43.0,82.0,909.0,227.0,3186.0,2511.0,130.0,1875.0,1457.0,6972.0,103765.0,,2774.0,,3629.0,91257.0
229,NIAKARAMADOUGOU,2017,12902.0,593.0,2964.0,57.0,23663,1259,2699.0,98.0,947.0,31.0,32.0,602.0,291.0,2988.0,1589.0,159.0,1038.0,1547.0,5960.0,77950.0,,1154.0,,4156.0,80849.0
230,NIAKARAMADOUGOU,2016,23226.0,494.0,8627.0,104.0,34696,1099,7208.0,119.0,236.0,22.0,24.0,375.0,385.0,2812.0,502.0,236.0,549.0,1557.0,4018.0,1983.0,,,,,
231,ODIENNE,2018,10567.0,907.0,98.0,22.0,10039,909,2152.0,68.0,18.0,1.0,,591.0,52.0,1637.0,678.0,,965.0,66.0,2625.0,1146.0,,1566.0,,3706.0,5207.0
232,ODIENNE,2017,5635.0,1916.0,1307.0,123.0,5752,1051,1847.0,173.0,49.0,2.0,,573.0,92.0,1430.0,485.0,66.0,564.0,83.0,2346.0,758.0,,1281.0,,1905.0,2029.0
233,ODIENNE,2016,539.0,362.0,630.0,166.0,1947,698,316.0,80.0,27.0,1.0,,192.0,240.0,1023.0,163.0,,267.0,204.0,1215.0,248.0,,20.0,,104.0,7.0
234,OUANGOLODOUGOU,2018,400.0,374.0,936.0,350.0,475882,1465,110.0,76.0,160.0,32.0,,229.0,577.0,3406.0,49.0,,454.0,1639.0,4737.0,30.0,,1193.0,,4282.0,1598.0
235,OUANGOLODOUGOU,2017,403.0,268.0,255.0,179.0,2902,1479,59.0,42.0,189.0,78.0,,157.0,252.0,2637.0,20.0,,334.0,372.0,3048.0,26.0,,206.0,,997.0,60.0
236,OUANGOLODOUGOU,2016,168.0,297.0,401.0,279.0,2137,1050,113.0,96.0,81.0,54.0,1.0,180.0,342.0,1413.0,247.0,5.0,308.0,539.0,1593.0,385.0,,76.0,,346.0,44.0
237,OUANINOU,2018,1302.0,126.0,12.0,3.0,2207,158,144.0,6.0,,,,55.0,,165.0,32.0,,81.0,,254.0,74.0,,97.0,,225.0,130.0
238,OUANINOU,2017,949.0,111.0,19.0,2.0,1235,134,96.0,3.0,,,1.0,39.0,1.0,98.0,2.0,,111.0,11.0,206.0,92.0,,156.0,,231.0,137.0
239,OUANINOU,2016,83.0,55.0,21.0,5.0,323,100,35.0,16.0,,2.0,,11.0,2.0,93.0,17.0,10.0,68.0,119.0,184.0,225.0,,45.0,,99.0,80.0
240,OUME,2018,2115.0,334.0,1142.0,235.0,8200,1044,3588.0,182.0,145.0,7.0,5.0,374.0,691.0,3904.0,5155.0,89.0,1388.0,2070.0,6653.0,11648.0,,1217.0,,4540.0,9119.0
241,OUME,2017,493.0,277.0,765.0,244.0,3579,1036,1194.0,264.0,9.0,40.0,19.0,225.0,672.0,3384.0,1567.0,98.0,595.0,1752.0,5090.0,4361.0,,474.0,,2257.0,3063.0
242,OUME,2016,,58.0,1055.0,247.0,2169,728,848.0,251.0,,16.0,12.0,52.0,780.0,1490.0,1251.0,12.0,67.0,1190.0,1860.0,3713.0,,,,,
243,PORT-BOUET-VRIDI,2018,568.0,719.0,2452.0,313.0,11088,1654,2110.0,296.0,228.0,159.0,456.0,986.0,3436.0,9564.0,4502.0,974.0,2865.0,11408.0,17096.0,27920.0,,3739.0,,14208.0,30203.0
244,PORT-BOUET-VRIDI,2017,947.0,886.0,3059.0,392.0,6176,1374,1639.0,485.0,126.0,254.0,445.0,1206.0,5243.0,9080.0,4998.0,1417.0,1886.0,27444.0,22245.0,40773.0,,1751.0,,17326.0,42095.0
245,PORT-BOUET-VRIDI,2016,442.0,162.0,2406.0,244.0,3902,1160,783.0,150.0,65.0,46.0,199.0,718.0,7035.0,7263.0,3270.0,1101.0,1952.0,26750.0,23786.0,89663.0,,,,,
246,PRIKRO,2018,1182.0,211.0,114.0,6.0,2196,547,176.0,38.0,,,,147.0,13.0,1000.0,376.0,,627.0,54.0,1847.0,1154.0,,577.0,,1212.0,1396.0
247,PRIKRO,2017,1284.0,231.0,89.0,29.0,2072,428,232.0,65.0,3.0,12.0,,195.0,45.0,939.0,559.0,,549.0,150.0,1629.0,2014.0,,360.0,,963.0,1558.0
248,PRIKRO,2016,630.0,411.0,269.0,14.0,1569,487,489.0,78.0,1.0,2.0,2.0,325.0,81.0,1101.0,1321.0,14.0,560.0,317.0,1718.0,4034.0,,,,,
249,SAKASSOU,2018,1024.0,499.0,607.0,146.0,2325,744,612.0,157.0,,14.0,8.0,396.0,637.0,2873.0,2764.0,43.0,523.0,878.0,2590.0,2761.0,,2337.0,,4306.0,4277.0
250,SAKASSOU,2017,759.0,367.0,442.0,141.0,2076,660,680.0,159.0,1.0,19.0,11.0,340.0,660.0,2601.0,2026.0,38.0,571.0,929.0,3127.0,2859.0,,1347.0,,3144.0,7512.0
251,SAKASSOU,2016,1449.0,345.0,359.0,110.0,1816,611,616.0,182.0,,6.0,,310.0,450.0,2094.0,2195.0,,1163.0,581.0,2085.0,2474.0,,,,,
252,SAN-PEDRO,2018,2464.0,2613.0,5953.0,893.0,5778,2055,3543.0,516.0,133.0,124.0,159.0,2538.0,6574.0,6692.0,10523.0,851.0,5624.0,16321.0,16423.0,32557.0,,4629.0,,11379.0,25977.0
253,SAN-PEDRO,2017,1380.0,3636.0,3273.0,546.0,8792,2844,3142.0,540.0,80.0,119.0,137.0,2425.0,3599.0,8786.0,11077.0,536.0,4553.0,9540.0,15497.0,32829.0,,3705.0,,10122.0,28025.0
254,SAN-PEDRO,2016,1052.0,2053.0,5871.0,648.0,8192,2082,3661.0,540.0,106.0,80.0,173.0,1918.0,3766.0,7345.0,10454.0,656.0,3367.0,9249.0,13506.0,25094.0,,11.0,,64.0,28.0
255,SANDEGUE,2018,,101.0,64.0,29.0,717,293,148.0,108.0,,15.0,15.0,92.0,70.0,951.0,395.0,105.0,582.0,250.0,1720.0,1370.0,,552.0,,1060.0,939.0
256,SANDEGUE,2017,71.0,108.0,222.0,23.0,1076,424,173.0,100.0,,5.0,,101.0,77.0,1013.0,310.0,5.0,463.0,286.0,1575.0,729.0,,585.0,,1192.0,814.0
257,SANDEGUE,2016,5.0,67.0,227.0,27.0,906,291,25.0,13.0,33.0,17.0,1.0,63.0,115.0,521.0,17.0,2.0,380.0,152.0,850.0,113.0,,117.0,,206.0,143.0
258,SASSANDRA,2018,847.0,687.0,228.0,88.0,2555,1086,389.0,97.0,11.0,8.0,18.0,663.0,335.0,2954.0,875.0,30.0,1517.0,955.0,4075.0,2480.0,,1492.0,,2717.0,2218.0
259,SASSANDRA,2017,1774.0,732.0,483.0,142.0,2376,934,207.0,145.0,10.0,12.0,4.0,613.0,499.0,2242.0,573.0,38.0,1328.0,1201.0,3425.0,1768.0,,1282.0,,2165.0,2020.0
260,SASSANDRA,2016,84.0,787.0,613.0,293.0,2029,869,211.0,107.0,8.0,39.0,42.0,528.0,895.0,2343.0,517.0,58.0,1345.0,2488.0,3699.0,3552.0,,,,,
261,SEGUELA,2018,855.0,597.0,220.0,69.0,2936,1222,449.0,98.0,14.0,70.0,42.0,557.0,137.0,2622.0,1744.0,90.0,1294.0,115.0,4057.0,2361.0,,1672.0,,6309.0,11828.0
262,SEGUELA,2017,727.0,532.0,194.0,72.0,2670,1375,354.0,81.0,149.0,66.0,45.0,454.0,178.0,2774.0,754.0,70.0,724.0,252.0,4753.0,10308.0,,767.0,,5395.0,13450.0
263,SEGUELA,2016,348.0,434.0,220.0,111.0,1900,1151,670.0,80.0,46.0,27.0,7.0,272.0,114.0,1186.0,796.0,12.0,437.0,324.0,2023.0,2360.0,,,,,
264,SIKENSI,2018,148.0,153.0,734.0,195.0,1930,453,433.0,107.0,13.0,32.0,,205.0,829.0,2510.0,8114.0,,423.0,1475.0,3876.0,14475.0,,313.0,,1986.0,8552.0
265,SIKENSI,2017,228.0,116.0,356.0,75.0,2401,637,479.0,101.0,,,,122.0,452.0,2623.0,6320.0,,172.0,1037.0,3474.0,10295.0,,121.0,,1472.0,5418.0
266,SIKENSI,2016,29.0,139.0,961.0,235.0,1958,564,526.0,186.0,,,,138.0,1378.0,2422.0,3593.0,,153.0,1528.0,2640.0,4512.0,,,,,
267,SINEMATIALI,2018,15.0,350.0,27.0,15.0,2582,677,3.0,16.0,,,6.0,346.0,39.0,2349.0,56.0,,506.0,89.0,3032.0,107.0,,431.0,,1426.0,167.0
268,SINEMATIALI,2017,1.0,310.0,31.0,10.0,2535,686,11.0,16.0,,,,285.0,36.0,2407.0,37.0,,647.0,94.0,2789.0,100.0,,615.0,,1084.0,109.0
269,SINEMATIALI,2016,,137.0,16.0,8.0,1463,510,12.0,4.0,,,,121.0,23.0,1734.0,126.0,,206.0,38.0,2026.0,164.0,,70.0,,520.0,36.0
270,SINFRA,2018,467.0,798.0,690.0,254.0,4422,1404,1652.0,960.0,4.0,14.0,17.0,834.0,955.0,3932.0,4175.0,52.0,969.0,1622.0,3425.0,11482.0,,1669.0,,5109.0,27774.0
271,SINFRA,2017,411.0,393.0,659.0,207.0,4825,2812,6287.0,8376.0,18.0,10.0,3.0,310.0,818.0,4030.0,4278.0,66.0,602.0,1393.0,3233.0,2285.0,,462.0,,1622.0,3265.0
272,SINFRA,2016,225.0,326.0,1490.0,296.0,2962,1003,1219.0,234.0,,10.0,5.0,247.0,1583.0,1788.0,3737.0,3.0,235.0,2433.0,2429.0,8890.0,,,,,
273,SOUBRE,2018,6823.0,2128.0,463.0,210.0,5288,1977,968.0,208.0,155.0,35.0,44.0,1881.0,680.0,5980.0,3056.0,204.0,3128.0,1418.0,6820.0,5740.0,,3228.0,,6865.0,5105.0
274,SOUBRE,2017,18120.0,1453.0,498.0,195.0,4606,1733,1026.0,276.0,629.0,26.0,54.0,1282.0,678.0,4932.0,3707.0,235.0,2203.0,1311.0,6347.0,7338.0,,1927.0,,3468.0,4397.0
275,SOUBRE,2016,13589.0,961.0,731.0,146.0,3356,1261,1251.0,264.0,478.0,5.0,3.0,1006.0,875.0,4200.0,4339.0,117.0,1545.0,1294.0,6694.0,5886.0,,8.0,,30.0,44.0
276,TABOU,2018,176.0,835.0,548.0,3050.0,3569,1368,255.0,200.0,17.0,47.0,45.0,626.0,719.0,3174.0,1537.0,72.0,736.0,910.0,2710.0,1801.0,,1633.0,,2828.0,8375.0
277,TABOU,2017,449.0,993.0,538.0,266.0,3192,1368,283.0,184.0,1.0,24.0,52.0,857.0,780.0,3089.0,3266.0,13.0,808.0,928.0,2947.0,1286.0,,1496.0,,2657.0,7966.0
278,TABOU,2016,436.0,552.0,802.0,363.0,2683,1212,280.0,126.0,37.0,17.0,5.0,412.0,987.0,2056.0,675.0,33.0,691.0,1179.0,2637.0,1202.0,,,,,
279,TAI,2018,612.0,199.0,282.0,47.0,2827,453,283.0,51.0,1.0,8.0,,260.0,130.0,1766.0,295.0,,2230.0,318.0,3606.0,1515.0,,2093.0,,2087.0,1246.0
280,TAI,2017,154.0,96.0,168.0,59.0,1976,392,150.0,72.0,,,,138.0,229.0,1549.0,531.0,,422.0,506.0,2863.0,742.0,,373.0,,1637.0,1211.0
281,TAI,2016,78.0,49.0,178.0,65.0,1181,314,116.0,77.0,,,,48.0,243.0,1529.0,376.0,,187.0,618.0,3102.0,1193.0,,45.0,,452.0,231.0
282,TANDA,2018,106.0,143.0,565.0,89.0,1370,242,381.0,99.0,,4.0,4.0,168.0,456.0,1189.0,1008.0,13.0,183.0,369.0,1163.0,765.0,,204.0,,2127.0,2114.0
283,TANDA,2017,71.0,143.0,685.0,124.0,1678,308,408.0,86.0,1.0,,1.0,144.0,593.0,1341.0,965.0,,142.0,742.0,1195.0,1189.0,,230.0,,1673.0,3178.0
284,TANDA,2016,41.0,131.0,637.0,135.0,1544,270,446.0,145.0,,5.0,5.0,128.0,594.0,1105.0,975.0,23.0,151.0,871.0,1268.0,1130.0,,,,,
285,TEHINI,2018,12.0,138.0,21.0,22.0,521,322,19.0,3.0,,9.0,,134.0,25.0,813.0,174.0,9.0,413.0,119.0,1448.0,689.0,,246.0,,719.0,515.0
286,TEHINI,2017,13.0,77.0,7.0,14.0,260,259,23.0,9.0,,,2.0,73.0,35.0,446.0,43.0,45.0,178.0,100.0,843.0,101.0,,85.0,,590.0,55.0
287,TEHINI,2016,118.0,25.0,77.0,37.0,144,65,19.0,4.0,5.0,2.0,,23.0,52.0,176.0,27.0,,100.0,170.0,359.0,56.0,,,,,
288,TENGRELA,2018,4991.0,904.0,169.0,369.0,7307,2410,754.0,356.0,30.0,10.0,7.0,431.0,450.0,1365.0,305.0,97.0,750.0,648.0,2267.0,416.0,,330.0,,926.0,81.0
289,TENGRELA,2017,2788.0,359.0,45.0,71.0,3588,1248,133.0,168.0,135.0,6.0,,178.0,64.0,939.0,5.0,5.0,455.0,229.0,1521.0,37.0,,271.0,,648.0,32.0
290,TENGRELA,2016,100.0,310.0,171.0,206.0,1075,914,195.0,294.0,21.0,42.0,,72.0,106.0,1073.0,325.0,,152.0,329.0,1404.0,1118.0,,,,10.0,
291,TIAPOUM,2018,3.0,12.0,205.0,48.0,1104,193,163.0,29.0,,6.0,,11.0,113.0,309.0,283.0,,94.0,444.0,425.0,682.0,,94.0,,815.0,790.0
292,TIAPOUM,2017,93.0,18.0,353.0,86.0,968,189,171.0,10.0,,,,7.0,380.0,137.0,264.0,,14.0,1035.0,358.0,533.0,,7.0,,467.0,328.0
293,TIAPOUM,2016,,,287.0,75.0,621,157,160.0,37.0,,,,,304.0,61.0,663.0,,,976.0,237.0,1796.0,,,,,
294,TIASSALE,2018,197.0,368.0,1001.0,449.0,4221,1279,1489.0,196.0,16.0,22.0,57.0,369.0,685.0,4287.0,3060.0,596.0,1014.0,1258.0,4925.0,7684.0,,1058.0,,2193.0,11039.0
295,TIASSALE,2017,177.0,318.0,1174.0,328.0,4108,1267,1343.0,309.0,59.0,31.0,36.0,318.0,734.0,4708.0,6176.0,482.0,1090.0,1808.0,5325.0,8304.0,,1047.0,,2280.0,7437.0
296,TIASSALE,2016,136.0,339.0,1246.0,469.0,4061,1349,1853.0,791.0,18.0,6.0,67.0,331.0,771.0,3153.0,8582.0,414.0,671.0,1607.0,4144.0,14500.0,,,,,
297,TIEBISSOU,2018,208.0,354.0,299.0,151.0,2508,1324,345.0,220.0,,6.0,4.0,329.0,389.0,3332.0,1661.0,106.0,961.0,754.0,4746.0,3539.0,,774.0,,2548.0,2197.0
298,TIEBISSOU,2017,299.0,246.0,704.0,163.0,2453,865,414.0,153.0,,2.0,,244.0,326.0,2555.0,1511.0,16.0,659.0,1098.0,3866.0,2946.0,,517.0,,2941.0,1829.0
299,TIEBISSOU,2016,445.0,158.0,731.0,193.0,1833,588,657.0,205.0,,1.0,,136.0,279.0,1568.0,862.0,14.0,355.0,571.0,2766.0,1552.0,,146.0,,1325.0,472.0
300,TOUBA,2018,6835.0,409.0,23.0,,19266,1714,6528.0,151.0,62.0,7.0,,173.0,4.0,1122.0,4496.0,,444.0,117.0,1569.0,8624.0,,914.0,,3933.0,181880.0
301,TOUBA,2017,2083.0,398.0,1927.0,61.0,11784,947,5118.0,204.0,13.0,31.0,2.0,363.0,10.0,1086.0,7549.0,231.0,512.0,90.0,1729.0,9022.0,,497.0,,2875.0,109106.0
302,TOUBA,2016,770.0,188.0,117.0,5.0,4961,1057,2018.0,354.0,,,,173.0,18.0,1445.0,20277.0,,293.0,110.0,1871.0,20829.0,,305.0,,1812.0,43522.0
303,TOULEUPLEU,2018,69.0,70.0,89.0,9.0,848,312,98.0,16.0,,1.0,,75.0,38.0,703.0,103.0,,211.0,130.0,1235.0,504.0,,202.0,,870.0,450.0
304,TOULEUPLEU,2017,62.0,38.0,52.0,13.0,642,252,56.0,39.0,7.0,1.0,,26.0,45.0,558.0,388.0,,52.0,87.0,835.0,1259.0,,71.0,,670.0,3707.0
305,TOULEUPLEU,2016,17.0,36.0,57.0,37.0,511,219,61.0,36.0,,2.0,,44.0,92.0,604.0,88.0,,57.0,231.0,954.0,1182.0,,3.0,,10.0,5.0
306,TOUMODI,2018,93.0,462.0,1954.0,374.0,5336,1421,2604.0,401.0,,34.0,45.0,479.0,2068.0,6799.0,6908.0,202.0,1801.0,5970.0,13308.0,9665.0,,1745.0,,8987.0,7486.0
307,TOUMODI,2017,135.0,352.0,1851.0,492.0,4898,1189,2849.0,483.0,,6.0,6.0,355.0,2309.0,6114.0,6665.0,130.0,1685.0,6417.0,9362.0,11312.0,,1613.0,,5009.0,7373.0
308,TOUMODI,2016,8.0,317.0,1733.0,480.0,5040,1186,3589.0,527.0,,6.0,3.0,296.0,2153.0,5947.0,7653.0,276.0,952.0,4859.0,8333.0,11947.0,,,,,
309,TRANSUA,2018,1.0,23.0,1152.0,135.0,3069,592,945.0,144.0,,1.0,,25.0,496.0,1853.0,424.0,,34.0,579.0,1795.0,697.0,,110.0,,1866.0,775.0
310,TRANSUA,2017,4.0,34.0,924.0,171.0,2695,526,668.0,147.0,,2.0,2.0,31.0,749.0,1777.0,406.0,52.0,41.0,924.0,1586.0,735.0,,27.0,,1377.0,838.0
311,TRANSUA,2016,,86.0,584.0,149.0,2289,495,452.0,117.0,,,,87.0,455.0,1515.0,409.0,,65.0,710.0,1013.0,544.0,,,,,
312,TREICHVILLE-MARCORY,2018,823.0,776.0,4931.0,470.0,6970,1171,4143.0,462.0,403.0,106.0,471.0,1330.0,5443.0,6867.0,13525.0,1425.0,3759.0,16476.0,22064.0,38958.0,,4114.0,,27122.0,49501.0
313,TREICHVILLE-MARCORY,2017,2250.0,712.0,3333.0,213.0,10746,1458,5045.0,345.0,301.0,38.0,264.0,2236.0,2401.0,7628.0,11934.0,822.0,3752.0,14757.0,20354.0,24780.0,,2852.0,,9620.0,26655.0
314,TREICHVILLE-MARCORY,2016,2339.0,736.0,4945.0,454.0,12410,1652,6423.0,499.0,411.0,81.0,374.0,1334.0,3268.0,9826.0,19807.0,1884.0,5656.0,35507.0,37520.0,48313.0,,,,,
315,VAVOUA,2018,329.0,1611.0,228.0,199.0,3740,2185,120.0,148.0,3.0,23.0,26.0,1297.0,372.0,4684.0,878.0,62.0,1456.0,808.0,5004.0,2091.0,,1818.0,,5178.0,4564.0
316,VAVOUA,2017,861.0,510.0,533.0,175.0,5288,1476,220.0,95.0,42.0,17.0,7.0,530.0,386.0,3714.0,488.0,1.0,336.0,655.0,4352.0,545.0,,595.0,,4966.0,1172.0
317,VAVOUA,2016,537.0,226.0,834.0,275.0,4481,1045,246.0,114.0,8.0,18.0,10.0,134.0,637.0,2139.0,554.0,10.0,165.0,964.0,2741.0,2028.0,,15.0,,788.0,1622.0
318,YAKASSE-ATTOBROU,2018,46.0,256.0,68.0,28.0,1114,289,51.0,29.0,4.0,32.0,10.0,129.0,15.0,883.0,68.0,15.0,63.0,8.0,575.0,54.0,,4.0,,151.0,50.0
319,YAKASSE-ATTOBROU,2017,6.0,68.0,13.0,9.0,832,219,33.0,28.0,,,,33.0,2.0,380.0,104.0,,10.0,,,5.0,,2.0,,,
320,YAKASSE-ATTOBROU,2016,4.0,52.0,10.0,16.0,721,156,45.0,22.0,,2.0,,,,,,,,,,,,,,,
321,YAMOUSSOUKRO,2018,5564.0,1318.0,2164.0,319.0,8655,2378,3868.0,593.0,213.0,32.0,59.0,1327.0,2496.0,10613.0,10783.0,396.0,2563.0,5501.0,14921.0,16750.0,,3841.0,,11298.0,31083.0
322,YAMOUSSOUKRO,2017,3358.0,842.0,1934.0,248.0,7664,1836,4122.0,845.0,93.0,32.0,25.0,895.0,2291.0,9135.0,11107.0,204.0,2007.0,9577.0,12475.0,16056.0,,2441.0,,8196.0,17162.0
323,YAMOUSSOUKRO,2016,5168.0,972.0,2635.0,547.0,7119,2029,4365.0,852.0,87.0,79.0,80.0,803.0,3116.0,8413.0,13957.0,425.0,2737.0,6874.0,13479.0,27344.0,,,,,
324,YOPOUGON-EST,2018,653.0,2697.0,1277.0,356.0,6845,2131,1751.0,438.0,36.0,108.0,103.0,1816.0,863.0,5235.0,3757.0,363.0,2743.0,2585.0,6106.0,5525.0,,2227.0,,4043.0,7342.0
325,YOPOUGON-EST,2017,600.0,3749.0,1296.0,358.0,6515,2234,1739.0,548.0,49.0,169.0,67.0,2361.0,1153.0,3582.0,3759.0,1341.0,2099.0,2430.0,4636.0,8459.0,,1272.0,,2073.0,7931.0
326,YOPOUGON-EST,2016,1279.0,1860.0,1786.0,537.0,5867,1705,1697.0,523.0,97.0,132.0,46.0,810.0,990.0,1322.0,4164.0,383.0,782.0,1945.0,1870.0,3088.0,,,,,
327,YOPOUGON-OUEST SONGON,2018,350.0,2186.0,9359.0,1586.0,9325,2753,5670.0,1468.0,68.0,264.0,143.0,1798.0,10361.0,3434.0,15294.0,1025.0,3774.0,23866.0,6750.0,31127.0,,2490.0,,4932.0,33035.0
328,YOPOUGON-OUEST SONGON,2017,1128.0,2294.0,6152.0,4535.0,12329,5164,12508.0,6255.0,220.0,216.0,329.0,1721.0,9090.0,9363.0,21846.0,1978.0,6697.0,47720.0,36301.0,58786.0,,5601.0,,32457.0,54820.0
329,YOPOUGON-OUEST SONGON,2016,1050.0,1246.0,10349.0,2763.0,12565,3155,11306.0,2710.0,291.0,302.0,472.0,1716.0,12131.0,10773.0,41965.0,2072.0,10972.0,64521.0,57901.0,105333.0,,,,,
330,ZOUAN-HOUNIEN,2018,1670.0,478.0,502.0,193.0,4022,1329,440.0,120.0,107.0,11.0,25.0,382.0,424.0,2731.0,262.0,49.0,724.0,701.0,3927.0,358.0,,754.0,,2603.0,458.0
331,ZOUAN-HOUNIEN,2017,1822.0,474.0,173.0,148.0,3652,959,607.0,112.0,7.0,5.0,17.0,442.0,258.0,2365.0,211.0,13.0,785.0,480.0,3591.0,468.0,,541.0,,1379.0,379.0
332,ZOUAN-HOUNIEN,2016,1409.0,389.0,174.0,135.0,2658,672,599.0,76.0,,1.0,1.0,307.0,299.0,1451.0,458.0,4.0,618.0,445.0,2012.0,1133.0,,,,9.0,
333,ZOUKOUGBEU,2018,38.0,333.0,211.0,72.0,876,548,48.0,24.0,8.0,37.0,36.0,323.0,289.0,1455.0,391.0,46.0,631.0,520.0,1459.0,1006.0,,999.0,,1512.0,1459.0
334,ZOUKOUGBEU,2017,12.0,161.0,197.0,54.0,668,433,124.0,17.0,,,4.0,129.0,351.0,1176.0,309.0,,203.0,731.0,1471.0,713.0,,324.0,,4087.0,1122.0
335,ZOUKOUGBEU,2016,21.0,253.0,107.0,74.0,820,484,31.0,23.0,,,,138.0,300.0,858.0,494.0,,261.0,902.0,1825.0,935.0,,70.0,,998.0,204.0
336,ZUENOULA,2018,176.0,1441.0,424.0,145.0,3368,1826,638.0,396.0,2.0,5.0,3.0,1133.0,491.0,4197.0,2044.0,38.0,1550.0,774.0,4188.0,7006.0,,1560.0,,2069.0,5471.0
337,ZUENOULA,2017,231.0,591.0,502.0,154.0,3677,1611,585.0,505.0,31.0,4.0,4.0,488.0,551.0,3925.0,2703.0,7.0,813.0,1342.0,4377.0,6177.0,,977.0,,2251.0,4270.0
338,ZUENOULA,2016,126.0,270.0,894.0,271.0,4236,1644,1982.0,1746.0,11.0,11.0,9.0,202.0,892.0,3145.0,7902.0,49.0,288.0,2020.0,3544.0,13444.0,,81.0,,770.0,2993.0
